problem_idx,problem_text,difficulty,hint_text,prompt,smart_model,weak_model,smart_improvement,weak_improvement,improvement_gap,avg_improvement,Llama-3.1-8B-Instruct_improvement,gemma-2-2b-it_improvement,gemma-2-9b-it_improvement,rank_by_gap,rank_by_smart_improvement,rank_by_avg_improvement,composite_score,rank_composite
90,The height of a rectangle is 36 centimeters (cm) and the length of its width is 64 centimeters (cm). There is a square with a perimeter equal to the perimeter of this rectangle. Find the value of dividing the perimeter of this square into 4 equal parts.,0.9-1,"Think about what happens on the last day of the snail's climb, and how it affects the total number of days.",direct_hint,Llama-3.1-8B-Instruct,gemma-2-2b-it,0.0,-0.4166666666666667,0.4166666666666667,-0.4444444444444444,0.0,-0.4166666666666667,-0.9166666666666666,9.5,103.5,298.5,0.20555555555555555,25.0
7,Find the natural number  $A$  such that there are  $A$  integer solutions to  $x+y\geq A$  where  $0\leq x \leq 6$  and  $0\leq y \leq 7$ .,0-0.1,"For each value of A, count the number of integer pairs (x, y) that satisfy the given constraints and inequality.",direct_hint,Llama-3.1-8B-Instruct,gemma-2-2b-it,0.16666666666666663,-0.25,0.41666666666666663,-0.16666666666666666,0.16666666666666663,-0.25,-0.41666666666666663,12.5,27.5,250.5,0.28333333333333327,14.0
43,A train that is 360 meters long is running at a speed of 50 km/hour. It passes a bridge of certain length in 36 seconds. What is the length of the bridge?,0.4-0.5,Convert the speed from km/hour to m/s.,step_suggestion,gemma-2-2b-it,gemma-2-9b-it,0.0,-0.41666666666666663,0.41666666666666663,-0.19444444444444442,-0.16666666666666663,0.0,-0.41666666666666663,12.5,103.5,260.5,0.2305555555555555,20.0
21,"Given an equilateral triangle $ABC$ with side length $a$, calculate the value of $\overrightarrow{AB} \cdot \overrightarrow{AC} + \overrightarrow{AC} \cdot \overrightarrow{BC}$. Express your answer as a single algebraic expression in terms of $a$.",0.2-0.3,"Consider the relationship between the vectors $\overrightarrow{AB}$, $\overrightarrow{AC}$, and $\overrightarrow{BC}$ in an equilateral triangle.",step_suggestion,gemma-2-9b-it,gemma-2-2b-it,0.25,-0.08333333333333334,0.33333333333333337,0.05555555555555555,0.0,-0.08333333333333334,0.25,14.5,18.5,106.0,0.28055555555555556,15.0
91,"Adam has 18 magnets. He gave away a third of the magnets, and he still had some magnets left. Peter has 24 magnets. What is the ratio of the number of magnets Adam has to the number of magnets Peter has?",0.9-1,What fraction of Adam's original 18 magnets is 2/3?,socratic_question,gemma-2-9b-it,Llama-3.1-8B-Instruct,0.0,-0.33333333333333337,0.33333333333333337,-0.11111111111111112,-0.33333333333333337,0.0,0.0,14.5,103.5,228.0,0.18888888888888888,31.5
25,Let \( x \) and \( y \) be positive real numbers. What is the smallest possible value of \( \frac{16}{x} + \frac{108}{y} + xy \)? Express your answer as a single number.,0.2-0.3,"Can you think of a way to combine the terms \( \frac{16}{x} \) and \( xy \), and also the terms \( \frac{108}{y} \) and \( xy \)?",socratic_question,Llama-3.1-8B-Instruct,gemma-2-2b-it,0.41666666666666663,0.08333333333333333,0.3333333333333333,0.3333333333333333,0.41666666666666663,0.08333333333333333,0.5,17.5,8.5,17.5,0.3583333333333333,6.0
43,A train that is 360 meters long is running at a speed of 50 km/hour. It passes a bridge of certain length in 36 seconds. What is the length of the bridge?,0.4-0.5,"To convert 50 km/h to m/s, divide 50 by 3.6.",direct_hint,gemma-2-2b-it,gemma-2-9b-it,0.0,-0.3333333333333333,0.3333333333333333,-0.1111111111111111,0.0,0.0,-0.3333333333333333,17.5,103.5,221.0,0.18888888888888888,31.5
48,"Given an arithmetic sequence $\{a_{n}\}$ with a non-zero common difference $d$, and the terms $a_1$, $a_3$, and $a_9$ form a geometric sequence, find the value of $\frac{a_1 + a_3 + a_9}{a_2 + a_4 + a_{10}}$.",0.4-0.5,"To find the value of the expression, first express $a_1$, $a_3$, and $a_9$ in terms of $r$ and $a_1$, then substitute these expressions into the given expression.",direct_hint,Llama-3.1-8B-Instruct,gemma-2-2b-it,0.5,0.16666666666666669,0.3333333333333333,0.25,0.5,0.16666666666666669,0.08333333333333331,17.5,2.5,26.5,0.375,4.0
62,"Given that $\log_{a}2=m$, $\log_{a}3=n$, ($a > 0$ and $a\neq 1$), find the value of $a^{2m+n}$ = $\_\_\_\_\_\_$.",0.6-0.7,Rewrite the given logarithmic equations in exponential form to get expressions involving $a$ and the given numbers.,direct_hint,gemma-2-9b-it,gemma-2-2b-it,0.25,-0.08333333333333331,0.3333333333333333,0.16666666666666666,0.33333333333333326,-0.08333333333333331,0.25,17.5,18.5,52.5,0.29166666666666663,12.5
11,"In the right triangle \(ABC\), the altitude \(BD\) from vertex \(B\) of the right angle is dropped onto the hypotenuse \(AC\). It is known that \(AB = 13\) and \(BD = 12\).

Find the area of triangle \(ABC\).",0.1-0.2,Consider using the Pythagorean Theorem on the smaller triangles formed by the altitude.,socratic_question,Llama-3.1-8B-Instruct,gemma-2-9b-it,-0.16666666666666663,-0.4166666666666667,0.25000000000000006,-0.27777777777777773,-0.16666666666666663,-0.25,-0.4166666666666667,20.5,207.0,283.0,0.07222222222222226,61.0
40,"If $n < m < 0$, simplify the expression $$\sqrt {m^{2}+2mn+n^{2}} - \sqrt {m^{2}-2mn+n^{2}}.$$ Express your answer as a simple algebraic expression.",0.4-0.5,Try factoring the expressions inside the square roots.,step_suggestion,gemma-2-2b-it,gemma-2-9b-it,0.0,-0.25000000000000006,0.25000000000000006,-0.1388888888888889,-0.16666666666666663,0.0,-0.25000000000000006,20.5,103.5,240.5,0.13611111111111113,36.0
15,"Given that \\(\alpha\\) is an angle in the second quadrant, and \\(\sin \alpha= \frac { \sqrt {15}}{4}\\), find the value of \\( \frac {\sin (\alpha+ \frac {\pi}{4})}{\sin 2\alpha+\cos 2\alpha+1}\\).",0.1-0.2,"Recall the Pythagorean identity, \\(\sin^2 A + \cos^2 A = 1\\), to find the value of \\(\cos \alpha\\) given \\(\sin \alpha\\).",direct_hint,gemma-2-9b-it,gemma-2-2b-it,0.08333333333333337,-0.16666666666666663,0.25,-0.027777777777777752,0.0,-0.16666666666666663,0.08333333333333337,24.0,37.0,156.5,0.17222222222222225,33.0
20,"A leak in the bottom of a tank can empty the full tank in 3 hours. There are two inlet pipes which can fill the tank. Inlet Pipe A fills water at the rate of 6 litres a minute, while Inlet Pipe B fills the tank at a rate of 4 litres a minute. Both inlet pipes are opened simultaneously when the tank is full, and due to the leak, the tank is empty in 12 hours. How many litres does the cistern hold?",0.2-0.3,Calculate the combined rate at which the two inlet pipes fill the tank per hour.,step_suggestion,gemma-2-2b-it,Llama-3.1-8B-Instruct,0.25,0.0,0.25,0.0,0.0,0.25,-0.25,24.0,18.5,142.5,0.22499999999999998,23.0
46,Aziz's parents moved to America in 1982. The year is 2021 and Aziz just celebrated a birthday. His parents had been living in America for 3 years before Aziz was born. How old is Aziz now?,0.4-0.5,"If Aziz is currently 36 years old, how many years has he been alive?",socratic_question,gemma-2-9b-it,gemma-2-2b-it,0.0,-0.25,0.25,-0.11111111111111112,-0.08333333333333337,-0.25,0.0,24.0,103.5,228.0,0.1388888888888889,35.0
71,"Set X consists of the integers from 1 to 12, inclusive, while set Y consists of the integers from 0 to some number, inclusive. There are 12 distinct integers that belong to both sets at the same time. What is the ending number of set Y?",0.7-0.8,Think about the integers in set X that would be missing from the overlap if set Y only went up to 11.,socratic_question,Llama-3.1-8B-Instruct,gemma-2-2b-it,0.0,-0.25,0.25,-0.055555555555555546,0.0,-0.25,0.08333333333333337,24.0,103.5,184.5,0.14444444444444443,34.0
