problem_idx,problem_text,difficulty,hint_text,prompt,smart_model,weak_model,smart_improvement,weak_improvement,improvement_gap,avg_improvement,Llama-3.1-8B-Instruct_improvement,gemma-2-2b-it_improvement,gemma-2-9b-it_improvement,rank_by_gap,rank_by_smart_improvement,rank_by_avg_improvement,composite_score,rank_composite
84,"On an algebra test, there were $5x$ problems. Lucky Lacy missed $x$ of them. What percent of the problems did she get correct?",0.8-0.9,What is the relationship between the number of problems she got correct and the total number of problems?,socratic_question,gemma-2-9b-it,gemma-2-2b-it,0.0,-0.3333333333333333,0.3333333333333333,-0.13888888888888887,-0.08333333333333326,-0.3333333333333333,0.0,11.0,111.5,247.5,0.1861111111111111,26.0
5,"A store sells pencils and erasers. It has a rule that for every pencil you buy, you must buy 2 erasers which cost 1/2 the price of the pencils. They sold 20 pencils and the erasers cost $1 each. How much did the store earn from selling pencils and erasers?",0-0.1,\boxed{120},direct_hint,Llama-3.1-8B-Instruct,gemma-2-2b-it,-0.33333333333333337,-0.6666666666666666,0.33333333333333326,-0.3333333333333333,-0.33333333333333337,-0.6666666666666666,0.0,12.5,245.5,289.0,0.06666666666666662,55.0
37,"Given that one asymptote of the hyperbola $\frac{y^{2}}{a^{2}} - \frac{x^{2}}{b^{2}} = 1$ ($a, b > 0$) is $y = -2x$, and one focus of the hyperbola coincides with the focus of the parabola $x^2 = 4\sqrt{10}y$, find the standard equation of the hyperbola.",0.3-0.4,What does the equation $y = -\frac{b}{a}x$ tell you about the relationship between a and b?,socratic_question,gemma-2-9b-it,gemma-2-2b-it,0.49999999999999994,0.16666666666666669,0.33333333333333326,0.5277777777777778,0.9166666666666666,0.16666666666666669,0.49999999999999994,12.5,10.5,3.0,0.4027777777777777,5.0
16,The sum of the house numbers on one side of a street from corner to corner is 117. What is the house number of the fifth house from the beginning of this section?,0.1-0.2,\boxed{13},direct_hint,gemma-2-2b-it,gemma-2-9b-it,0.25000000000000006,0.0,0.25000000000000006,0.13888888888888892,0.16666666666666666,0.25000000000000006,0.0,17.5,18.0,78.0,0.23888888888888893,16.0
16,The sum of the house numbers on one side of a street from corner to corner is 117. What is the house number of the fifth house from the beginning of this section?,0.1-0.2,Set up an equation to represent the sum of the house numbers.,step_suggestion,gemma-2-2b-it,gemma-2-9b-it,0.25000000000000006,0.0,0.25000000000000006,0.1944444444444445,0.33333333333333337,0.25000000000000006,0.0,17.5,18.0,54.0,0.2444444444444445,15.0
19,"Determine the number of solutions to the equation 2^x - 2[x] - 1 = 0, where [x] denotes the greatest integer less than or equal to the real number x. Express your answer as a single integer.",0.1-0.2,Consider the relationship between the greatest integer function [x] and the range of x where 2^x is an integer.,step_suggestion,gemma-2-9b-it,gemma-2-2b-it,0.33333333333333337,0.08333333333333333,0.25000000000000006,0.4444444444444444,0.9166666666666666,0.08333333333333333,0.33333333333333337,17.5,13.5,9.0,0.29444444444444445,10.0
25,Let \( x \) and \( y \) be positive real numbers. What is the smallest possible value of \( \frac{16}{x} + \frac{108}{y} + xy \)? Express your answer as a single number.,0.2-0.3,"Apply the AM-GM inequality to the terms \(\frac{16}{x}\), \(\frac{108}{y}\), and \(xy\).",step_suggestion,Llama-3.1-8B-Instruct,gemma-2-9b-it,0.6666666666666667,0.4166666666666667,0.25000000000000006,0.47222222222222227,0.6666666666666667,0.33333333333333337,0.4166666666666667,17.5,2.0,8.0,0.39722222222222225,6.0
28,Three students each choose one day from Saturday or Sunday to participate in a charity event. Calculate the probability that there will be students participating on both Saturday and Sunday. Express your answer as a simplified fraction.,0.2-0.3,Determine the total number of possible outcomes when three students each choose one day from Saturday or Sunday.,step_suggestion,gemma-2-2b-it,Llama-3.1-8B-Instruct,0.08333333333333337,-0.16666666666666669,0.25000000000000006,-0.1111111111111111,-0.16666666666666669,0.08333333333333337,-0.25,17.5,42.0,235.5,0.16388888888888895,28.0
51,"How many solutions does the equation $\sin \left( \frac{\pi}2 \cos x\right)=\cos \left( \frac{\pi}2 \sin x\right)$ have in the closed interval $[0,\pi]$? Express your answer as a whole number.",0.5-0.6,What are the values of x that would make the expressions inside the sine and cosine functions equal to π/2 or -π/2?,socratic_question,Llama-3.1-8B-Instruct,gemma-2-9b-it,0.33333333333333337,0.08333333333333333,0.25000000000000006,0.1388888888888889,0.33333333333333337,0.0,0.08333333333333333,17.5,13.5,84.0,0.2638888888888889,13.0
79,"What is the smallest number which, when increased by some number, is divisible by 8, 11, and 24? The answer is 255.",0.7-0.8,"Think about the least common multiple (LCM) of 8, 11, and 24.",socratic_question,Llama-3.1-8B-Instruct,gemma-2-9b-it,0.25000000000000006,0.0,0.25000000000000006,0.11111111111111112,0.25000000000000006,0.08333333333333331,0.0,17.5,18.0,93.5,0.23611111111111116,17.5
82,"If x is 20 percent more than y and y is some percent less than z, then x is 48 percent of z. What is the percentage decrease of y compared to z?",0.8-0.9,\boxed{60},direct_hint,gemma-2-9b-it,gemma-2-2b-it,0.33333333333333337,0.08333333333333333,0.25000000000000006,0.36111111111111116,0.6666666666666667,0.08333333333333333,0.33333333333333337,17.5,13.5,21.0,0.2861111111111111,11.0
4,"Given a triangle $\triangle ABC$ with $BC=3$, $AC=4$, $AB=5$, let $P$ be any point on its sides. The minimum value of $\overset{→}{PA} \cdot \overset{→}{PB}$ is $\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_(.\_\_\_\_\_\_\_\_\_\_\_\_\_\_)$.",0-0.1,Draw the altitude from point A to side BC and examine the properties of the resulting right triangle.,step_suggestion,Llama-3.1-8B-Instruct,gemma-2-2b-it,0.0,-0.25,0.25,-0.13888888888888887,0.0,-0.25,-0.16666666666666663,25.5,111.5,247.5,0.1361111111111111,34.0
12,"Determine the smallest natural number $n$ for which the inequality $\left(x^{2} + y^{2} + z^{2}\right)^{2} \leq n\left(x^{4} + y^{4} + z^{4}\right)$ holds for all real values of $x, y, z$.",0.1-0.2,\boxed{3},direct_hint,gemma-2-9b-it,gemma-2-2b-it,0.16666666666666669,-0.08333333333333333,0.25,0.3055555555555555,0.8333333333333333,-0.08333333333333333,0.16666666666666669,25.5,27.0,31.0,0.23055555555555557,20.5
31,What is the greatest number of balls of radius  $1/2$  that can be placed within a rectangular box of size  $10 \times 10 \times  1 \ ?$ ,0.3-0.4,\boxed{100},direct_hint,Llama-3.1-8B-Instruct,gemma-2-2b-it,0.5,0.25,0.25,0.38888888888888884,0.5,0.25,0.41666666666666663,25.5,8.0,17.0,0.3388888888888889,7.0
40,"If $n < m < 0$, simplify the expression $$\sqrt {m^{2}+2mn+n^{2}} - \sqrt {m^{2}-2mn+n^{2}}.$$ Express your answer as a simple algebraic expression.",0.4-0.5,Can you factor the expressions inside the square roots to make them look like perfect squares?,socratic_question,gemma-2-2b-it,gemma-2-9b-it,-0.08333333333333337,-0.33333333333333337,0.25,-0.11111111111111116,0.08333333333333326,-0.08333333333333337,-0.33333333333333337,25.5,186.5,243.0,0.11388888888888887,38.0
