problem_idx,problem_text,difficulty,hint_text,prompt,smart_model,weak_model,smart_improvement,weak_improvement,improvement_gap,avg_improvement,Llama-3.1-8B-Instruct_improvement,gemma-2-2b-it_improvement,gemma-2-9b-it_improvement,rank_by_gap,rank_by_smart_improvement,rank_by_avg_improvement,composite_score,rank_composite
82,"If x is 20 percent more than y and y is some percent less than z, then x is 48 percent of z. What is the percentage decrease of y compared to z?",0.8-0.9,What decimal value is equivalent to 48%?,socratic_question,gemma-2-9b-it,gemma-2-2b-it,0.4166666666666667,0.0,0.4166666666666667,0.08333333333333333,-0.16666666666666669,0.0,0.4166666666666667,10.5,9.0,57.5,0.38333333333333336,11.0
45,"Given that the function $f(x)$ is an odd function defined on the domain $\mathbb{R}$, and when $x > 0$, $f(x)=2^x-3$, calculate the value of $f(-2)+f(0)$.",0.4-0.5,Use this property to express $f(-2)$ and $f(0)$ in terms of $f(2)$ and $f(0)$ respectively.,direct_hint,Llama-3.1-8B-Instruct,gemma-2-9b-it,0.4166666666666667,0.08333333333333333,0.33333333333333337,0.16666666666666666,0.4166666666666667,0.0,0.08333333333333333,15.5,9.0,27.5,0.3416666666666667,12.0
31,What is the greatest number of balls of radius  $1/2$  that can be placed within a rectangular box of size  $10 \times 10 \times  1 \ ?$ ,0.3-0.4,"The diameter of a ball with radius $1/2$ is equal to 1, so divide each dimension of the box by 1.",direct_hint,gemma-2-9b-it,gemma-2-2b-it,0.49999999999999994,0.25,0.24999999999999994,0.38888888888888884,0.4166666666666667,0.25,0.49999999999999994,28.0,6.0,2.0,0.3388888888888888,13.0
21,"Given an equilateral triangle $ABC$ with side length $a$, calculate the value of $\overrightarrow{AB} \cdot \overrightarrow{AC} + \overrightarrow{AC} \cdot \overrightarrow{BC}$. Express your answer as a single algebraic expression in terms of $a$.",0.2-0.3,Consider using the properties of the dot product to simplify the given expression.,socratic_question,gemma-2-9b-it,gemma-2-2b-it,0.25,-0.16666666666666669,0.4166666666666667,0.11111111111111109,0.24999999999999994,-0.16666666666666669,0.25,10.5,23.5,51.0,0.33611111111111114,14.0
52,"If the price of gasoline increases by a certain percentage and a driver intends to spend only 10% more on gasoline, the driver should reduce the quantity of gasoline that he buys by 12%. What is the percentage increase in the price of gasoline?",0.5-0.6,Set up the equation 1.1 = (1 + x) * 0.88.,step_suggestion,gemma-2-9b-it,gemma-2-2b-it,0.33333333333333337,0.0,0.33333333333333337,0.22222222222222224,0.33333333333333337,0.0,0.33333333333333337,15.5,15.0,13.0,0.3222222222222223,15.0
82,"If x is 20 percent more than y and y is some percent less than z, then x is 48 percent of z. What is the percentage decrease of y compared to z?",0.8-0.9,"Set up an equation using the relationship between x and z, and substitute the expressions for x and y in terms of z to find the value of 'a'.",direct_hint,gemma-2-9b-it,gemma-2-2b-it,0.3333333333333333,0.0,0.3333333333333333,0.22222222222222224,0.33333333333333337,0.0,0.3333333333333333,19.5,17.0,13.0,0.3222222222222222,16.0
69,"A tradesman sold an article at a certain loss percentage. If the selling price had been increased by $500, there would have been a gain of 15%. The cost price of the article was $1250. What was the loss percentage when the article was initially sold?",0.6-0.7,Can you express the time taken for the trip from City A to City B in terms of the distance traveled?,socratic_question,gemma-2-9b-it,gemma-2-2b-it,0.33333333333333337,0.0,0.33333333333333337,0.11111111111111112,0.0,0.0,0.33333333333333337,15.5,15.0,46.0,0.31111111111111117,17.5
77,"Given the universal set $U=\mathbb{R}$, let the set $P$ be defined as $P=\{x \mid x^2 - 5x - 6 \geq 0\}$. Find the complement of $P$ in $U$, $\complement_U P$.",0.7-0.8,What are the critical points of the inequality x^2 - 5x - 6 ≥ 0?,socratic_question,gemma-2-9b-it,gemma-2-2b-it,0.33333333333333337,0.0,0.33333333333333337,0.11111111111111112,0.0,0.0,0.33333333333333337,15.5,15.0,46.0,0.31111111111111117,17.5
62,"Given that $\log_{a}2=m$, $\log_{a}3=n$, ($a > 0$ and $a\neq 1$), find the value of $a^{2m+n}$ = $\_\_\_\_\_\_$.",0.6-0.7,Rewrite the given logarithmic equations in exponential form to get expressions involving $a$ and the given numbers.,direct_hint,gemma-2-9b-it,gemma-2-2b-it,0.25,-0.08333333333333331,0.3333333333333333,0.16666666666666666,0.33333333333333326,-0.08333333333333331,0.25,19.5,23.5,27.5,0.29166666666666663,19.0
21,"Given an equilateral triangle $ABC$ with side length $a$, calculate the value of $\overrightarrow{AB} \cdot \overrightarrow{AC} + \overrightarrow{AC} \cdot \overrightarrow{BC}$. Express your answer as a single algebraic expression in terms of $a$.",0.2-0.3,"Consider the relationship between the vectors $\overrightarrow{AB}$, $\overrightarrow{AC}$, and $\overrightarrow{BC}$ in an equilateral triangle.",step_suggestion,gemma-2-9b-it,gemma-2-2b-it,0.25,-0.08333333333333334,0.33333333333333337,0.05555555555555555,0.0,-0.08333333333333334,0.25,15.5,23.5,75.5,0.28055555555555556,20.0
39,A point $M$ is randomly chosen within a parallelogram $ABCD$ with an area of $S$. Calculate the probability that the area of $\triangle MCD$ is less than $\frac{S}{3}$. Express your answer as a simplified fraction.,0.3-0.4,"Think about the relationship between the areas of the triangle and the parallelogram, and how the position of point M affects this relationship.",direct_hint,gemma-2-9b-it,gemma-2-2b-it,0.25,0.0,0.25,0.19444444444444445,0.33333333333333337,0.0,0.25,24.0,23.5,18.5,0.2444444444444444,21.0
67,"Consider a sequence formed by all powers of 3, or the sum of several distinct powers of 3, arranged in ascending order. The sequence starts as 1, 3, 4, 9, 10, 12, 13, … What is the 100th term of this sequence?",0.6-0.7,Think about how the position of a term in the sequence relates to the binary representation of that number.,direct_hint,Llama-3.1-8B-Instruct,gemma-2-9b-it,0.25,0.0,0.25,0.08333333333333333,0.25,0.0,0.0,24.0,23.5,57.5,0.2333333333333333,22.0
34,A trader bought a car at a certain discount on its original price. He sold it at a 100% increase on the price he bought it. He made a profit of 60.00000000000001% on the original price. What was the discount percentage on the original price when he bought the car?,0.3-0.4,"If you let the original price be 100 and the price he bought it be x, the price he sold it for is 2x, and the profit is 160.00000000000001, you can set up an equation to find x.",direct_hint,Llama-3.1-8B-Instruct,gemma-2-2b-it,0.25,0.0,0.25,0.05555555555555556,0.25,0.0,-0.08333333333333333,24.0,23.5,69.0,0.23055555555555554,23.0
74,A polynomial of degree $13$ is divided by $d(x)$ to give a quotient of degree $7$ and a remainder of $3x^3+4x^2-x+12$. What is $\deg d$?,0.7-0.8,"Consider the relationship between the degree of the dividend, the quotient, and the divisor.",step_suggestion,Llama-3.1-8B-Instruct,gemma-2-2b-it,0.25,0.0,0.25,0.027777777777777773,0.25,0.0,-0.16666666666666669,24.0,23.5,102.5,0.22777777777777775,24.0
74,A polynomial of degree $13$ is divided by $d(x)$ to give a quotient of degree $7$ and a remainder of $3x^3+4x^2-x+12$. What is $\deg d$?,0.7-0.8,"What is the relationship between the degree of the dividend, the quotient, and the divisor in polynomial division?",socratic_question,Llama-3.1-8B-Instruct,gemma-2-2b-it,0.25,0.08333333333333333,0.16666666666666669,0.16666666666666666,0.25,0.08333333333333333,0.16666666666666663,30.5,23.5,27.5,0.19166666666666665,25.0
